model,first_reg,fuel,mileage_km,seller_type,swift,price,power_hp
a 180,1/03/2014,0,125000,1,1,18000,109
glc 250,1/03/2019,0,98000,0,0,36900,204
a 180,1/07/2019,0,17904,0,1,27800,116
gla 200,1/11/2018,0,37200,0,1,32600,136
ml 350,1/09/2015,0,102246,0,0,32700,257
v,1/01/2020,0,193000,1,1,52000,190
b 180,1/06/2020,0,53004,0,0,29000,116
a 180,1/09/2013,0,79000,1,1,15500,109
c 220,1/04/2017,0,148000,1,0,19000,170
c 180,1/07/2019,0,110000,1,1,29000,122
b 200,1/10/2011,0,152500,0,1,7950,136
b 180,1/10/2013,0,166000,1,1,9900,109
c 220,1/03/2017,0,178000,1,0,20500,170
b 200,1/10/2020,0,29500,0,0,30500,150
x 350,1/01/2019,0,112000,1,1,52000,280
c 220,1/09/2014,0,135000,1,1,17000,170
gla 180,1/11/2016,0,86000,1,1,19000,109
v 300,1/04/2021,0,18600,0,0,83900,237
gle 350,1/07/2021,0,25000,0,0,82900,272
gla 180,1/07/2015,0,149000,1,1,21500,109
c 220,1/04/2019,0,55000,1,0,38500,194
a 180,1/10/2013,0,113000,1,1,14900,109
glc 250,1/06/2016,0,123000,1,0,28500,204
c 220,1/10/2016,0,114817,0,0,19999,170
glc 220,1/09/2020,0,34383,0,0,57900,194
a 180,1/11/2012,0,198000,1,1,18500,109
a 180,1/12/2018,0,50685,1,1,25500,116
e 220,1/12/2014,0,143000,0,0,17600,170
cla 200,1/09/2015,0,122000,1,1,19000,136
a 180,1/07/2022,0,1591,0,0,38000,116
b 220,1/01/2021,0,13528,0,0,44900,190
e 200,1/11/2017,0,90914,0,0,29900,150
v,1/02/2018,0,290000,1,0,35000,190
b 200,1/08/2010,0,193436,0,0,5350,140
a 180,1/10/2015,0,90000,0,0,17500,109
slc 250,1/06/2017,0,202000,0,0,26000,204
glc 300,1/02/2020,0,64761,0,0,53900,245
a 180,1/03/2015,0,180000,1,1,14500,109
b 180,1/09/2017,0,69500,0,0,18900,109
c 200,1/01/2021,0,57505,0,0,33800,160
glc 250,1/01/2019,0,99000,0,0,42900,204
gle 350,1/07/2018,0,270000,1,1,45900,258
s 350,1/06/2019,0,85000,1,1,69999,286
a 200,1/11/2015,0,206000,1,1,16900,136
gla 200,1/12/2015,0,99800,0,0,23100,136
cla 200,1/01/2019,0,71643,0,0,27900,136
a 180,1/03/2019,0,56000,0,1,26900,116
e 200,1/04/2019,0,74000,0,0,32900,150
gla 180,1/11/2015,0,207000,1,1,13400,109
vito,1/05/2014,0,232350,1,1,18800,136
glc 250,1/05/2017,0,80000,1,0,41000,204
b 180,1/10/2019,0,122000,0,0,23900,116
e 220,1/05/2017,0,184000,0,1,26800,194
b 180,1/10/2019,0,80651,0,0,32700,116
glc 220,1/10/2018,0,55810,0,0,37490,170
cls 400,1/07/2022,0,500,0,0,79900,330
cla 220,1/06/2013,0,258362,0,0,14800,170
c 250,1/06/2015,0,115000,1,1,28900,204
c 220,1/01/2022,0,21000,0,0,45800,197
c 220,1/03/2011,0,206000,1,0,6000,170
c 300,1/11/2013,0,200314,1,1,15500,231
c 250,1/07/2016,0,51194,0,0,28699,204
a 180,1/01/2018,0,90000,1,1,22500,109
a 180,1/09/2017,0,44000,0,1,19800,109
s 350,1/01/2015,0,230000,1,1,38000,258
cla 180,1/04/2017,0,129000,0,0,18900,109
gle 400,1/11/2021,0,27000,1,0,98900,330
cla 180,1/02/2022,0,19742,0,0,38900,116
c 180,1/07/2017,0,100000,0,1,20000,116
b 180,1/09/2019,0,130000,0,0,24500,116
glc 250,1/11/2016,0,75942,0,1,35800,204
c 220,1/01/2019,0,109410,0,0,27400,194
c 220,1/04/2017,0,71000,1,1,27000,170
b 180,1/12/2012,0,54304,0,1,13900,122
gle 250,1/07/2016,0,70000,1,0,31700,204
a 180,1/02/2021,0,70718,0,0,27500,116
cla 200,1/10/2019,0,64511,0,0,38800,150
cla 200,1/12/2013,0,88000,1,1,21500,136
e 250,1/06/2013,0,292970,0,0,12900,204
glc 250,1/03/2018,0,58000,1,1,42000,204
a 180,1/01/2013,0,166000,1,1,13000,109
e 400,1/08/2019,0,108449,0,1,36800,340
e 220,1/03/2014,0,215000,0,0,17900,170
a 180,1/11/2011,0,74000,0,1,7900,109
citan,1/07/2018,0,138219,0,1,17400,110
c 220,1/06/2011,0,330000,1,0,8500,170
a 180,1/01/2018,0,45000,1,1,22500,116
c 200,1/03/2016,0,84000,1,1,22500,136
cla 200,1/12/2019,0,30000,1,1,38000,150
c 220,1/02/2022,0,15000,0,0,40950,200
glc 250,1/06/2017,0,92000,0,0,40250,204
e 220,1/02/2018,0,86189,0,0,34900,194
gla 220,1/10/2016,0,190087,0,0,19990,177
ml 250,1/12/2013,0,120000,0,0,23500,204
cla 200,1/12/2015,0,138196,0,0,19900,136
glc 250,1/02/2017,0,125000,0,0,38980,204
b 180,1/05/2018,0,75856,0,1,19990,109
gla 200,1/06/2019,0,55744,1,1,26900,136
c 220,1/03/2017,0,69000,0,0,29900,170
glc 220,1/01/2020,0,115000,1,1,48900,194
gle 350,1/05/2016,0,87000,0,1,46500,258
b 160,1/07/2020,0,33655,0,1,26000,95
a 180,1/07/2014,0,185000,1,1,11900,109
cla 180,1/10/2017,0,74567,0,0,21300,109
c 300,1/04/2019,0,56000,1,0,37500,245
a 180,1/06/2014,0,149999,0,1,13900,109
a 180,1/03/2014,0,325000,1,1,9500,109
glb 200,1/06/2020,0,38000,0,0,49950,150
c 200,1/04/2015,0,95000,0,0,21800,136
cla 200,1/02/2020,0,19062,0,0,39900,150
c 200,1/01/2014,0,120000,1,0,12500,136
a 180,1/04/2017,0,87000,1,0,17500,109
gle 350,1/11/2020,0,49000,1,0,85000,272
a 180,1/03/2013,0,131000,1,1,14000,109
b 180,1/03/2016,0,156000,1,0,15000,109
e 350,1/12/2014,0,206000,0,0,24000,258
a 180,1/12/2012,0,177000,1,1,11000,109
eqs,1/07/2021,2,1359,0,0,116000,148
e 220,1/11/2018,0,121300,0,0,34500,194
gle 350,1/08/2016,0,115000,1,1,42000,258
c 220,1/04/2012,0,174000,1,0,11900,170
c 180,1/04/2015,0,115000,1,1,17000,116
cla 200,1/09/2018,0,54023,0,1,27580,136
c 200,1/01/2016,0,104000,0,1,19800,136
ml 300,1/09/2011,0,250000,1,1,15000,190
cla 200,1/03/2017,0,108000,1,1,22500,136
gla 220,1/07/2015,0,221400,0,0,16900,170
a 180,1/08/2020,0,37000,0,1,30500,116
cla 220,1/08/2015,0,200000,1,0,20000,177
c 220,1/03/2014,0,180000,1,0,20000,170
v,1/07/2021,0,41000,1,0,63000,163
glc 250,1/02/2017,0,138000,0,1,36900,204
b 180,1/10/2017,0,84293,0,1,18400,109
a 180,1/11/2016,0,74700,0,1,19450,109
cla 180,1/11/2018,0,70595,0,0,26900,109
a 180,1/04/2015,0,130527,0,1,15500,109
cla 200,1/10/2015,0,114000,1,0,20000,136
b 200,1/05/2017,0,100000,0,0,17900,136
v,1/07/2015,0,150000,1,0,29000,136
a 180,1/09/2018,0,139000,0,0,23000,116
c 200,1/06/2017,0,35000,1,1,27400,136
b 180,1/07/2018,0,21980,0,0,26500,109
b 200,1/10/2010,0,270000,1,1,5000,140
c 200,1/10/2011,0,255000,1,1,7500,136
a 180,1/07/2014,0,204000,1,1,10900,109
c 250,1/12/2017,0,67000,1,0,30900,204
b 200,1/07/2013,0,148000,1,0,15200,136
a 180,1/02/2016,0,122000,0,1,16500,109
a 180,1/06/2020,0,67799,0,0,27000,116
a 180,1/03/2020,0,58000,0,0,30900,116
cla 200,1/09/2016,0,60000,1,1,26000,136
glc 250,1/11/2017,0,103000,0,0,38900,204
cla 180,1/09/2021,0,34707,0,0,35700,116
cla 200,1/05/2021,0,42109,0,0,38100,150
glc 250,1/05/2017,0,90000,1,0,47500,204
glc 250,1/06/2016,0,106000,0,0,29890,204
vito,1/01/2019,0,127500,0,1,32700,136
b 200,1/11/2019,0,74000,0,0,30500,150
gla 200,1/02/2018,0,55693,0,0,24800,136
c 250,1/04/2017,0,94000,1,0,36000,204
b 200,1/09/2019,0,91500,0,0,25500,150
glk 200,1/01/2015,0,210000,1,1,12900,150
glc 220,1/12/2018,0,83600,0,0,35999,170
glc 220,1/06/2016,0,195000,1,1,24900,170
b 180,1/06/2014,0,140000,0,1,12800,109
e 220,1/08/2011,0,244000,0,0,10700,170
glc 200,1/05/2020,0,40725,0,0,45400,162
b 180,1/04/2022,0,17528,0,0,29900,116
a 200,1/09/2013,0,125000,1,1,15900,136
cla 180,1/12/2017,0,168000,1,1,16900,109
a 200,1/01/2018,0,119000,1,0,22800,136
c 200,1/08/2016,0,86000,0,0,26200,136
glc 220,1/03/2017,0,128000,0,0,38800,170
e 220,1/11/2017,0,149000,0,0,27900,194
a 200,1/05/2015,0,284000,0,1,10900,136
cla 200,1/09/2019,0,77090,0,0,38900,150
c 220,1/05/2012,0,137000,1,0,16250,170
a 200,1/02/2019,0,50200,0,1,28900,150
e 220,1/09/2014,0,154000,1,1,29666,170
e 250,1/02/2014,0,115563,0,1,27000,204
e 220,1/12/2015,0,64063,0,0,30900,170
e 350,1/07/2011,0,299000,0,0,9500,265
c 220,1/12/2016,0,212000,1,0,18900,170
cla 200,1/01/2020,0,35000,1,0,35000,150
b 200,1/12/2017,0,92500,1,1,18300,136
glc 250,1/06/2018,0,121762,0,0,38500,204
b 180,1/04/2019,0,44000,0,0,31499,109
eqc 400,1/08/2021,2,7112,0,0,54000,197
cls 350,1/03/2015,0,179000,1,0,26500,252
c 220,1/06/2018,0,150700,0,1,27000,170
e 300,1/10/2011,0,360000,0,0,7200,204
c 220,1/11/2014,0,115000,1,0,19500,170
c 220,1/09/2017,0,22000,1,0,34000,170
180,1/11/2013,0,155000,0,1,11900,109
gla 180,1/08/2022,0,20000,1,0,42000,116
eqc 400,1/05/2021,2,18000,1,0,55000,197
gle 350,1/08/2020,0,69000,0,1,79900,272
c 200,1/07/2011,0,275000,1,1,7200,136
a 180,1/07/2015,0,150000,1,0,13900,109
b 180,1/11/2013,0,85368,0,1,12990,109
a 160,1/06/2012,0,106000,1,1,6500,82
b 180,1/09/2014,0,196000,0,0,13900,109
glc 250,1/08/2017,0,70000,1,0,45000,204
cla 200,1/09/2017,0,131431,0,1,21800,136
cla 200,1/08/2020,0,89395,0,0,37600,150
b 180,1/10/2020,0,62000,1,0,28000,116
a 160,1/05/2016,0,57149,0,1,18900,90
c 180,1/05/2015,0,73000,1,1,18700,116
e 220,1/11/2017,0,145000,1,1,36000,194
gla 200,1/02/2019,0,65000,1,0,26800,136
vito,1/10/2017,0,137478,0,0,24500,90
a 180,1/03/2014,0,190000,1,1,14000,109
c 180,1/03/2021,0,45000,1,1,30500,122
a 180,1/01/2014,0,101567,0,1,17500,109
gla 220,1/01/2015,0,246000,1,0,14500,170
citan,1/09/2015,0,88300,0,1,12000,75
glc 250,1/03/2016,0,146000,1,1,31000,204
gla 200,1/06/2015,0,190000,1,1,17900,136
e 300,1/05/2019,0,67526,0,1,48000,245
b 180,1/11/2010,0,144000,1,1,6500,109
a 200,1/12/2019,0,28008,0,0,32500,150
a 200,1/10/2017,0,98000,1,0,24000,136
g,1/08/2012,0,56711,0,0,67500,211
a 180,1/12/2016,0,74093,1,1,19000,109
eqc 400,1/03/2021,2,22652,0,0,59500,197
a 220,1/10/2013,0,109000,1,0,17200,170
c 220,1/07/2019,0,77000,1,1,29000,194
a 180,1/10/2018,0,59857,0,0,27900,116
cla 200,1/06/2015,0,132000,0,0,17800,136
cla 200,1/06/2020,0,66000,1,0,39500,150
a 180,1/07/2017,0,88676,0,0,21700,109
a 180,1/12/2017,0,54000,1,1,24000,109
gla 200,1/03/2022,0,9900,0,0,43900,150
cla 200,1/11/2019,0,63683,0,0,35700,150
b 180,1/03/2020,0,30000,0,0,26500,116
b 180,1/03/2010,0,111000,0,0,6900,109
glc 250,1/06/2017,0,123556,0,0,32390,204
cls 400,1/06/2022,0,9000,0,0,79900,330
glc 250,1/04/2016,0,124606,0,0,29850,204
gla 220,1/10/2014,0,140000,0,0,19500,170
gle 300,1/08/2019,0,80550,0,0,63300,245
a 180,1/06/2021,0,42500,0,0,34300,116
e 220,1/08/2019,0,66000,1,0,44500,194
c 250,1/03/2016,0,180000,0,0,29900,204
b 180,1/08/2020,0,110000,1,0,26500,116
citan,1/09/2015,0,83000,0,1,11990,110
a 160,1/02/2011,0,71580,0,1,6999,82
glb 200,1/05/2021,0,18987,0,0,51800,150
glc 250,1/05/2017,0,123000,1,0,36000,204
e 220,1/05/2019,0,165000,1,0,27000,194
c 220,1/05/2017,0,78000,0,1,27900,170
b 180,1/06/2020,0,80327,0,0,29300,116
a 180,1/10/2018,0,57500,1,1,24900,116
v,1/10/2017,0,197000,1,1,36900,163
b 180,1/09/2019,0,78842,0,0,28200,116
cla 200,1/02/2019,0,86000,0,0,29000,136
e 350,1/08/2017,0,86000,0,0,35300,265
c 180,1/10/2016,0,136000,1,1,18000,116
glc 350,1/01/2018,0,42700,0,0,41900,258
c 220,1/02/2017,0,125000,1,1,28500,170
eqc 400,1/05/2021,2,1000,1,0,69900,197
gla 200,1/10/2020,0,70000,1,0,43499,150
glc 220,1/08/2020,0,111300,0,0,42900,194
c 200,1/04/2016,0,219090,1,0,13000,136
cla 180,1/10/2019,0,37000,1,1,34000,116
glc 250,1/01/2017,0,70705,0,0,33500,204
b 200,1/04/2020,0,67000,1,0,29000,150
b 220,1/05/2019,0,96161,0,1,28900,190
eqa 250,1/04/2021,2,24621,0,0,43400,190
cls 220,1/03/2016,0,69000,1,0,32500,170
cla 200,1/10/2019,0,56581,0,0,35900,150
b 160,1/06/2016,0,99000,0,0,17900,90
b 180,1/07/2020,0,40355,0,0,30990,116
a 180,1/03/2018,0,62500,0,1,23900,109
c 220,1/03/2018,0,74000,0,0,30800,170
a 180,1/07/2017,0,179000,0,0,18500,109
e 220,1/09/2017,0,110000,0,0,34900,194
vito,1/03/2018,0,126788,0,1,16700,136
eqc 400,1/01/2021,2,19000,0,0,46000,197
a 160,1/07/2017,0,125000,0,0,18500,90
a 180,1/03/2022,0,17846,0,0,31600,116
c 200,1/01/2019,0,58000,1,0,39000,160
a 200,1/04/2019,0,125000,0,0,27500,150
gla 200,1/04/2014,0,176000,1,0,19500,136
a 200,1/07/2016,0,87000,1,0,19000,136
b 200,1/06/2017,0,214000,0,0,11600,136
e 220,1/11/2017,0,240000,0,0,30900,194
a 200,1/04/2016,0,114500,0,0,20950,136
c 200,1/02/2016,0,123586,0,0,21390,136
gla 200,1/06/2019,0,130000,1,0,28500,136
cla 200,1/12/2015,0,200000,1,0,25000,136
cls,1/06/2017,0,80700,0,1,32900,258
eqa 250,1/05/2021,2,32000,1,0,47990,190
c 220,1/07/2017,0,95000,1,1,29000,170
b 200,1/03/2017,0,47000,1,0,21999,136
c 250,1/04/2016,0,140000,1,0,25000,204
a 180,1/08/2018,0,65000,0,0,33000,116
eqa 250,1/06/2021,2,10551,0,0,42300,190
eqa 250,1/06/2021,2,10551,0,0,42300,190
e 220,1/07/2017,0,74173,0,0,32900,194
glc 250,1/01/2019,0,50801,0,0,42900,204
b 200,1/05/2012,0,236000,1,1,11500,136
e 220,1/06/2017,0,155000,0,1,24700,194
e 350,1/10/2017,0,120378,0,1,36000,258
glb 200,1/03/2021,0,16287,0,0,47890,150
glc 220,1/10/2018,0,139000,0,1,29900,170
cla 200,1/09/2020,0,35700,0,0,37700,150
ml 350,1/01/2010,0,210000,1,1,13000,224
slc 250,1/03/2017,0,98000,0,0,31900,204
b 180,1/02/2012,0,135000,1,0,11500,116
g 400,1/12/2020,0,7500,1,1,350000,330
e 220,1/10/2017,0,105000,1,1,28500,194
gla 200,1/07/2020,0,37691,0,0,42900,150
a 180,1/06/2016,0,154000,1,1,20000,109
e 220,1/04/2018,0,92000,1,0,38990,194
glc 220,1/04/2018,0,210000,1,1,39900,170
a 180,1/05/2022,0,7254,0,0,35900,116
c 220,1/02/2016,0,94268,0,0,23000,170
c 200,1/06/2013,0,159800,1,1,9600,136
gle 300,1/03/2020,0,56000,1,1,65000,245
a 180,1/03/2010,0,161000,1,0,6200,109
a 180,1/09/2019,0,29000,0,0,28900,116
b 180,1/08/2014,0,128823,0,1,14499,109
cla 200,1/01/2021,0,128494,0,0,29900,150
a 180,1/05/2016,0,82300,1,1,17000,109
gla 200,1/07/2019,0,98000,0,0,29900,136
e 220,1/05/2019,0,49900,0,0,44500,194
vito,1/07/2016,0,98000,0,1,16900,136
c 220,1/04/2017,0,92055,0,0,37500,170
e 220,1/12/2018,0,42000,0,0,47000,194
cla 220,1/09/2015,0,156000,1,1,18000,177
c 220,1/10/2010,0,162000,1,0,9000,170
e 220,1/06/2017,0,131100,1,1,36000,194
cla 200,1/03/2015,0,150000,1,1,18000,136
glc 300,1/03/2020,0,132459,0,1,47400,245
c 200,1/02/2015,0,126000,1,1,14000,136
e 200,1/01/2022,0,25000,1,0,48500,160
gle 350,1/11/2017,0,139000,0,0,43900,258
eqa 250,1/06/2021,2,25032,0,0,43800,109
eqa 250,1/06/2021,2,25032,0,0,43800,109
e 220,1/05/2018,0,47000,1,0,48000,194
e 220,1/10/2021,0,12738,0,0,51900,193
cla 200,1/06/2016,0,118500,1,1,20900,136
a 180,1/12/2018,0,97092,0,0,25400,116
eqc 400,1/01/2021,2,31072,0,0,64990,197
cla 200,1/11/2019,0,75400,0,0,32900,150
gla 200,1/11/2016,0,99000,0,0,19890,136
a 180,1/11/2013,0,221000,0,1,13700,109
e 200,1/06/2018,0,226000,1,0,22500,136
b 180,1/09/2020,0,41794,0,0,31800,116
b 180,1/06/2016,0,102000,1,1,16900,109
a 180,1/03/2015,0,168500,1,1,13800,109
eqa 250,1/04/2021,2,14694,0,0,43000,190
eqa 250,1/04/2021,2,14694,0,0,43000,190
e 350,1/04/2010,0,291000,0,1,7990,231
glc 300,1/01/2020,0,101895,0,0,44900,245
gla 180,1/03/2017,0,143476,0,0,21900,109
e 350,1/06/2010,0,150000,1,1,12000,231
a 200,1/03/2017,0,76466,0,0,18199,136
b 180,1/11/2011,0,193000,1,1,9500,109
gla 200,1/04/2018,0,79972,0,0,25990,136
cla 200,1/06/2016,0,144000,1,1,24999,136
gla 220,1/05/2016,0,100000,0,0,21900,170
cla 200,1/07/2017,0,115000,1,1,24000,136
c 220,1/10/2018,0,170000,1,0,24900,194
a 200,1/01/2016,0,134400,0,0,16400,136
cla 200,1/06/2015,0,138500,0,0,16900,136
cla 200,1/04/2018,0,117000,0,0,23200,136
c 220,1/03/2018,0,147900,0,0,33800,170
glc 300,1/10/2019,0,59000,0,0,42500,245
gla 200,1/06/2014,0,217000,1,0,15500,136
c 220,1/04/2017,0,109812,0,0,26900,170
eqa 250,1/03/2021,2,49570,0,0,42490,109
c 220,1/12/2019,0,118000,1,1,33900,194
a 180,1/02/2014,0,153866,0,1,15900,109
gla 200,1/06/2018,0,80703,0,0,24500,136
s 350,1/06/2016,0,200000,0,0,37500,25
a 180,1/05/2018,0,77401,0,0,24900,116
cla 180,1/05/2022,0,19079,0,0,37900,116
e 220,1/06/2018,0,100000,1,0,44900,194
a 180,1/07/2022,0,7480,1,0,39900,116
eqa,1/04/2021,2,38900,0,0,44900,109
a 160,1/07/2017,0,117000,0,1,16900,90
a 180,1/03/2018,0,107500,1,0,18000,109
eqa 250,1/04/2021,2,17500,1,0,41500,109
glc 250,1/11/2017,0,76000,0,1,41990,204
a 200,1/10/2018,0,87000,1,0,22500,136
vito,1/08/2010,0,136000,0,1,18500,150
a 180,1/06/2018,0,77880,0,0,24400,116
c 200,1/07/2016,0,72860,1,1,24800,136
e 220,1/06/2017,0,175445,0,0,27800,194
c 180,1/03/2019,0,53161,0,0,29800,121
c 220,1/08/2016,0,163000,0,1,21900,170
c 200,1/03/2012,0,290000,1,1,7000,136
a 180,1/04/2021,0,22360,0,1,29990,116
glc 200,1/07/2021,0,82910,0,0,53900,163
c 220,1/05/2017,0,84000,0,0,29900,170
vito,1/04/2018,0,99730,0,1,25990,136
e 350,1/04/2018,0,36300,1,1,54000,258
e 220,1/06/2017,0,110000,1,1,35500,194
e 350,1/06/2010,0,188600,1,0,11900,231
a 160,1/03/2017,0,106000,1,1,18000,90
e 220,1/04/2019,0,50068,0,0,49900,194
gla 200,1/11/2020,0,16052,0,0,42900,150
e 200,1/01/2016,0,300000,1,1,14000,136
gla 200,1/05/2017,0,108000,1,1,25000,136
glc 220,1/12/2019,0,113765,0,0,47400,193
gle 350,1/12/2018,0,107318,0,0,41400,257
glc 250,1/01/2017,0,134000,0,1,33500,204
glc 220,1/01/2016,0,159000,1,1,25000,170
gle 350,1/05/2017,0,91258,1,1,46999,258
glc 300,1/02/2021,0,68545,0,0,54900,245
b 180,1/06/2018,0,59908,0,1,19990,109
c 220,1/10/2014,0,178000,1,1,25000,170
gla 200,1/08/2015,0,189000,0,0,18499,136
a 180,1/10/2013,0,150000,0,1,12950,109
glc 300,1/03/2020,0,57200,0,0,49900,245
c 200,1/02/2015,0,180000,1,0,18000,136
glc 220,1/04/2019,0,94158,0,0,44400,193
a 200,1/03/2021,0,78000,1,1,27000,150
gla 200,1/11/2018,0,136000,0,0,27500,136
b 180,1/12/2019,0,195665,1,1,23500,116
a 180,1/09/2018,0,59000,0,0,28000,116
b 180,1/07/2019,0,85000,1,0,29999,116
v,1/02/2019,0,270000,1,0,42000,190
cla 180,1/10/2020,0,85000,1,0,35499,116
c 220,1/05/2018,0,160000,1,0,19000,170
a 160,1/02/2015,0,158000,1,1,15000,90
b 180,1/03/2020,0,64196,0,0,29100,116
gle 350,1/06/2021,2,91000,1,1,62000,320
c 250,1/06/2018,0,105000,1,0,27000,204
eqa 250,1/10/2021,2,21218,0,0,43400,109
gl 350,1/02/2011,0,220000,1,1,22500,265
c 220,1/12/2017,0,106900,0,0,23500,170
c 220,1/06/2022,0,9934,0,0,54800,194
b 180,1/02/2015,0,199000,0,1,10900,109
glk 220,1/12/2010,0,197000,1,0,13500,170
gle 350,1/12/2015,0,143000,1,0,38000,258
citan,1/06/2018,0,167000,1,1,13900,90
glb 200,1/07/2020,0,150000,0,0,39900,150
c 200,1/10/2014,0,172000,1,1,10500,136
gla 200,1/06/2015,0,61918,0,0,24100,136
v 250,1/03/2018,0,54529,0,0,47500,190
e 220,1/06/2021,0,23754,0,0,53800,194
a 180,1/01/2019,0,99500,1,1,27700,116
s 350,1/01/2015,0,238000,0,1,32900,258
b 180,1/04/2012,0,255000,1,1,8700,109
c 220,1/05/2022,0,13540,0,1,49800,194
cla 220,1/03/2016,0,116000,1,1,19900,177
ml 250,1/10/2014,0,168300,1,1,31500,204
glc 300,1/12/2020,0,42147,0,0,53900,194
c 220,1/05/2017,0,87816,0,1,26800,170
g 350,1/07/2016,0,118000,0,0,88000,245
b 200,1/04/2017,0,50800,0,1,23400,136
a 180,1/09/2015,0,144000,1,1,15500,109
a 180,1/06/2011,0,98781,1,1,7000,109
gle 300,1/01/2020,0,71715,0,0,67500,245
b 180,1/09/2019,0,127000,0,0,23300,116
a 200,1/06/2021,0,23000,1,1,38500,150
gle 350,1/07/2018,0,70000,0,1,58000,258
e 220,1/09/2021,0,22550,0,0,54900,194
glb 200,1/06/2020,0,52000,1,1,37500,150
a 180,1/05/2020,0,96472,0,0,26500,116
e 250,1/12/2011,0,240000,1,1,11000,204
c 220,1/12/2017,0,190000,1,1,21500,170
gle 350,1/11/2020,0,164054,0,0,68900,272
e 220,1/09/2018,0,38000,1,1,48000,194
gla 200,1/07/2014,0,165000,1,1,25000,136
gla 220,1/11/2020,0,29000,0,0,42870,190
cla 200,1/11/2016,0,98400,0,0,19500,136
cla 180,1/03/2015,0,126900,0,0,18500,109
a 200,1/09/2017,0,128000,1,0,21000,136
vito,1/04/2018,0,108000,0,0,25490,136
c 220,1/06/2014,0,139260,0,1,19900,170
cla 200,1/03/2018,0,93500,1,0,29000,136
gla 200,1/04/2017,0,115160,0,0,22399,136
a 180,1/09/2018,0,74200,0,0,30900,116
gla 180,1/12/2015,0,119000,1,1,18000,109
a 220,1/07/2017,0,75000,1,1,26500,177
glc 220,1/02/2017,0,109673,0,0,40500,170
ml 250,1/12/2013,0,170000,1,0,31000,204
c 220,1/05/2016,0,121000,1,1,22900,170
c 220,1/09/2018,0,103000,1,1,22900,170
gla 200,1/09/2017,0,112000,1,1,23900,136
cla 200,1/01/2018,0,111395,0,0,23500,136
gla 200,1/11/2014,0,197000,1,0,15500,136
a 180,1/10/2013,0,130000,0,0,13900,109
c 220,1/01/2019,0,164000,0,0,26880,194
c 300,1/02/2022,0,29784,0,0,64090,265
a 180,1/10/2010,0,193000,1,1,5000,109
e 220,1/10/2014,0,165000,1,0,21000,170
gla 180,1/09/2015,0,140000,1,0,18000,109
glc 250,1/02/2018,0,97566,0,0,40200,204
cls 350,1/10/2011,0,177000,1,1,24999,265
glc 250,1/10/2018,0,100164,0,0,39500,204
e 220,1/03/2022,0,17394,0,0,45900,194
gla 200,1/05/2022,0,16927,0,0,43500,150
e 220,1/06/2018,0,122000,0,1,32999,194
vito,1/09/2014,0,398000,1,0,13500,136
v,1/07/2016,0,386000,0,0,36000,190
c 220,1/03/2018,0,60000,0,0,33500,170
gle 350,1/11/2019,0,62398,0,0,66500,272
glc 250,1/12/2017,0,119770,1,1,35000,204
b 180,1/03/2011,0,239000,1,1,4000,109
s1rinter,1/05/2019,0,51400,1,1,25000,143
e 250,1/05/2015,0,172000,1,0,20500,204
cla 220,1/03/2014,0,100000,1,1,20000,170
gla 200,1/07/2019,0,110000,0,0,28400,136
cla 180,1/09/2020,0,52000,0,0,32999,116
a 180,1/03/2014,0,170000,1,1,15500,109
b 200,1/06/2019,0,42365,0,0,30900,150
glc 220,1/10/2017,0,23572,0,0,39900,170
x 250,1/07/2018,0,75000,1,1,45000,197
gle 350,1/07/2020,0,75000,1,1,85000,272
glc 220,1/06/2018,0,85600,1,1,39800,170
c 220,1/03/2017,0,105000,1,1,20900,170
e 220,1/05/2010,0,242595,1,1,13400,170
glc 220,1/05/2020,0,15555,0,1,48200,194
c 220,1/06/2021,0,23325,0,0,46900,194
gla 220,1/04/2017,0,145000,0,1,23900,177
e 200,1/03/2022,0,25827,0,1,41500,160
b 180,1/01/2012,0,165000,1,1,11500,109
cla 180,1/06/2015,0,240000,1,0,16500,122
b 180,1/12/2019,0,44665,0,0,28000,116
c 200,1/10/2017,0,89000,0,1,26490,136
gla 220,1/01/2015,0,168000,1,1,24000,170
b 180,1/10/2013,0,230100,0,1,11300,109
c 200,1/10/2016,0,141000,0,0,20900,136
cla 200,1/07/2015,0,205000,1,0,16000,136
b 200,1/11/2018,0,82406,0,0,20499,136
marco 1olo,1/07/2021,0,30000,0,0,89000,239
gla 180,1/04/2016,0,100000,1,0,23500,109
gle 350,1/02/2021,0,123456,0,0,75900,272
b 200,1/12/2020,0,9000,1,1,30000,150
b 180,1/01/2020,0,87921,0,0,27900,116
ml 350,1/10/2013,0,193000,0,0,17500,258
a 180,1/02/2019,0,30446,0,0,29500,116
glc 250,1/04/2018,0,76000,0,1,37900,204
a 220,1/03/2017,0,99700,0,0,18500,177
a 180,1/03/2019,0,49865,0,1,25900,116
vito,1/05/2017,0,199000,0,1,13900,114
e 200,1/10/2010,0,235000,1,0,12800,136
a 180,1/10/2014,0,225000,1,1,14800,109
gla 220,1/03/2017,0,200000,1,1,17900,177
b 180,1/07/2017,0,169000,0,0,16800,109
gla 180,1/07/2015,0,64000,0,1,20900,109
e 350,1/06/2011,0,199000,0,0,15900,265
b 200,1/11/2014,0,84875,0,0,17500,136
gle 350,1/06/2021,0,105391,1,0,78000,272
a 180,1/06/2015,0,81000,0,1,15990,109
